JobTitle,Company,Location,Min Salary,Max Salary,JobType,Summary,Date Posted,JobUrl
it security engineer,JOS (MALAYSIA) SDN BHD,Petaling Jaya,6500,6500,Full-time ,involved project implementation integration various security infrastructure solution work closely client project completed,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=0f201f583d905c93&bb=fozeDdgM_w50Og-D3jEgSgJnaYzMqShumGon3_fZC2dqWmhEifcPIAIVDSZ1B4M85SSAJGiAoFta90ODGFKfpH-FpN7qQoSt2ZkzoZGjEFMOmD7DF4jh0DsAJ-r3UsFo&xkcb=SoA067M3_U0PfSA1bj0HbzkdCdPP&fccid=e600f125bbe5159e&cmp=JOS-%28MALAYSIA%29-SDN-BHD&ti=Security+Engineer&vjs=3
internship,JOS (MALAYSIA) SDN BHD,Petaling Jaya,800,800,Internship,  firstlevel technical support end via phone email chat record manage service request incident service management,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=a76de31f9cd771c2&bb=fozeDdgM_w50Og-D3jEgSkBIfAiO0EsuT9HwnNsENqnH1TeTTV1jFb-WTJR2qCdJjXA98pUfCCvEuH2QOSleDlB-1-VL_3HAmRttEYvbXBQlSF8usvYQy0TcSakRb4ec&xkcb=SoCA67M3_U0PfSA1bj0GbzkdCdPP&fccid=e600f125bbe5159e&cmp=JOS-%28MALAYSIA%29-SDN-BHD&ti=IT+Support&vjs=3
it change management,JP Caliber,Kuala Lumpur,5000,10000,Full-time,scrutinize daily system change based relevance timeliness priority importance change introduced system across payback group,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=5e97b4f7161ebc45&bb=WshPJ1D59Wpep2UPpM_IczY3iUQjH5GNlAxkiqKcxzy5X8BX0UKvRg8FOO2C3E-XF6h_v6vIyHx8tNAGqi56uIiI6jd_SdKx_8aYnOUXeW69_N1nRIKyaYD9xE7TywVb&xkcb=SoAY67M3_U0PGATUox0PbzkdCdPP&fccid=4c62b19debfea540&cmp=JP-CALIBER-SDN-BHD&ti=Change+Manager&vjs=3
"software tester | investment bank-kl| up to rm6,500",Tek Infotree Sdn Bhd,Kuala Lumpur,4500,6500,Full-time ,note domain least 1 following area secured unsecured lending wealth life digital option,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=b4673a0a3b83cef9&bb=WshPJ1D59Wpep2UPpM_Ic3-VInB7QQzHf7XOXrjcWO_XjOHnyh1NtaSueXqGt0TR5sU_UaqFOyG79IF5wUfLbiZtluzkMrrVm-jlMpNwb8LOQXOrVOhR_tBsxeKhFKkt&xkcb=SoCs67M3_U0PGATUox0ObzkdCdPP&fccid=3fa48a9cf908cdc6&cmp=TEK-INFOTREE-SDN-BHD&ti=Software+Test+Engineer&vjs=3
it project manager,TechWare Group,Bukit Jalil,8000,12000,Full-time ,project manager process automation artificial intelligence system techno infrastructure option cloud computing visualization,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=37f3223afee6a7e2&bb=WshPJ1D59Wpep2UPpM_IcywRfdcwYntDwh4RHlHn1CGrTb7Cv6iFLtwpGyvYJhYlHtTfHAFpfW1l5btg1w2LoS0j0CgbJ_zxwASHWM9ByqA0MjWarSv2P8KtMARb1nj0&xkcb=SoCF67M3_U0PGATUox0MbzkdCdPP&fccid=263240ad2f1b0e62&cmp=Techware-Group&ti=IT+Project+Manager&vjs=3
quality assurance engineer,Elevatek Sdn Bhd,Kuala Lumpur,6000,10000,Full-time,software testing commerce gaming website prepare set test framework participate software design review walkthrough,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=0d27966fc1500d02&bb=WshPJ1D59Wpep2UPpM_Ic2TTMreBBeudvmuQv8Pn6c2n8Zkrf0N0n0TSJFuY1zosABEP8Jq_kdJGDz1FsDyvicawOGTQvMz1xXkUZ0IYAkJvpdp9hUz0gg-n6q8kEWD7&xkcb=SoDY67M3_U0PGATUox0CbzkdCdPP&fccid=968e0883034c6b16&cmp=Elevatek-Sdn-Bhd&ti=Quality+Assurance+Engineer&vjs=3
it pmo,amIT Global Solutions (Pte.) Ltd,Shah Alam,6000,9000,Contract,work directly program manager plan manage goal project schedule new information survive current project,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=adf70abb505068f2&bb=WshPJ1D59Wpep2UPpM_Ic0vppMcKurwfGCd9h5XkWnU_vqhIQKxF8cgZWgYH_nd1rewhLVRqhG_AtB-_SWLnx9fN5f2KP1lD_AFIsbWGw5HKCMZnbsFWivUUTIJYEqxd&xkcb=SoBF67M3_U0PGATUox0BbzkdCdPP&fccid=42793037ccb2570a&cmp=amIT-Global-Solution&ti=Pmo&vjs=3
general clerk,Anradus Pte Ltd,Puchong,2500,3000,Full-time ,5 900 530 am package rm3000 wa form general clerical duty filing data entry document,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=5ddeb60b859d4ae1&bb=WshPJ1D59Wpep2UPpM_Ic1dASO_QQBhqnrXBjtTyw7ipel0gFgozkvkgrB7JGwTicU0sqp2vkPT7t_iY1s7iVfaM8RfUCIrFypSuqzXwmpIgB71rLUf_D5u67Qn_sT0I&xkcb=SoB_67M3_U0PGATUox0HbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Clerk&vjs=3
it technician,I Seen Technology Sdn Bhd,Kuala Lumpur,800,800,Internship,administrative staff providing information solving administrative problem coordinating preparation report analyzing,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=3ec2a47f11bbc7bf&bb=WshPJ1D59Wpep2UPpM_IcxhK8aGD6IPV3bnyjmbRkw2CNHAQraahTmO8FGRD66ujYCUxATREXPEmZKlYaNbbJkuuA81qB2gZ2ptf8snjqSRQzXc1FB7qSLMz8XGiGELx&xkcb=SoBW67M3_U0PGATUox0FbzkdCdPP&fccid=2e9488dd0b15f6fe&cmp=I-Seen-Technology-Sdn-Bhd&ti=Information+Technology+Intern&vjs=3
project manager - malaysian,IT Consulting Company,Kuala Lumpur,10000,16000,Permanent,serve squad lead project within come   guidance coordination member achieve project effectively efficiently,,https://malaysia.indeed.com/rc/clk?jk=0ee5584bdc5aadff&bb=-LJUjahhzQnqVvXpWXuBegKzO6ifb4hM4pyNZVhvCp4Nacuu-lZbFVbS5CYhGZbDtX2vNBEVcKigtUohfmryoBgUwRmr_qHQKZ7gFAG8_2eyxkjv1NPg90JJlUoysh3r&xkcb=SoDr67M3_U0PAuUO0Z0PbzkdCdPP&fccid=dabde96a7987435b&cmp=Merchant-Acquisition-Company&ti=Ai%2Fml+Engineer&vjs=3
maintenance technician,Central I-City Shopping Centre,Shah Alam,2300,2800,Full-time,survive appointed service or conduct iodic inspection service rendered determine whether complied,26/5/2024,https://malaysia.indeed.com/rc/clk?jk=d1a368e522d79d82&bb=-LJUjahhzQnqVvXpWXuBeqREC4-zvQGXADEklRaXVIJsx6TmWlJFwskrCtJ4Tg8_md0-v9JQ4RuMt0IUS6vBICjGnkvfyn0EmK7utqYhZIKXyuL0777WF-7lrDAJnDsy&xkcb=SoDC67M3_U0PAuUO0Z0NbzkdCdPP&fccid=63bd5bbb4a6b6207&cmp=Central-Plaza-I--City-Real-Estate-Sdn-Bhd&ti=Maintenance+Technician&vjs=3
it service desk analyst,Esync software services Sdn Bhd,Kuala Lumpur,4000,8000,Permanent,business language proficiency koreanjapanese work start 8 my work customer along appropriate a external,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=aec4e744edb7e72a&bb=-LJUjahhzQnqVvXpWXuBercsdayhj84iaSrVh35n7ZZNdhTsA0jX6s7J7fXGJ31C2diU4Z-HSGZ0aFSnumfBSlNptIQEuXuKpkGCVvK48kxnvvn6A0YV9iqL4CVH-7IF&xkcb=SoB267M3_U0PAuUO0Z0MbzkdCdPP&fccid=e0c9f06877b6b5e7&cmp=LTH-GROUP-ASIA&ti=IT+Support&vjs=3
desktop support engineer,Anradus Pte Ltd,Kuala Lumpur,3000,4000,Full-time ,position title desktop support engineer band 2 5 on fry 9 6 am respond resolve customer technical issue,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=129dbafabffb4601&bb=-LJUjahhzQnqVvXpWXuBerHdCzujs2Zi3h3YsFA5Gq-_p4FwRjz8hEkQMdvWyHd85rCPvVxZ9OlcvnEVZtbJ8GdAOfc9zUtwHrVG8sOnPbOf6uTWvXKW9nXn75sjK0tx&xkcb=SoCf67M3_U0PAuUO0Z0DbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Desktop+Support+Technician&vjs=3
web designer,Alchemist IT Sdn Bhd,Petaling Jaya,3000,5000,Full-time ,work building maintaining award winning website client succeed online presence proficiency lamp,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=82e51333d6b77072&bb=LCKwn9KkdHl-YC8BTeXiDJmWRd2hY41w2pyALcaNYgouIpD6SAM_rMSQTY98f5Z_iawbM2Xm-sSzWtsDnmfalPP4gqizOrdwwqLGj5aW3tSMitgk1zyBWmc6c6kvqIEz&xkcb=SoBE67M3_U0PKO0-KR0LbzkdCdPP&fccid=8dabba0446f3e61d&cmp=Alchemist-IT-Sdn-Bhd&ti=Web+Designer&vjs=3
senior data analyst,ACGT Sdn Bhd,Kuala Lumpur,9000,12000,Permanent,setup implement project relation data warehouse data analytic identify develop automate maintain channel database integration,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=7a14c48f0b671669&bb=LCKwn9KkdHl-YC8BTeXiDKUjga1w6fsI_Kucey0JboQRgNOUJtlO2AJOuUej392fYtyVgafexRS3mwtq-etz4ZdMYrF6EQUfcfcyWXHuMM2NQZrQ7jQB4XXqVCz32TJn&xkcb=SoBX67M3_U0PKO0-KR0PbzkdCdPP&fccid=9a09af9c36865fa3&cmp=Genting-Plantations-Berhad&ti=Senior+Data+Analyst&vjs=3
it specialist,Mewaholeo Industries Sdn Bhd,Pasir Gudang,3500,5500,Full-time,develop application process integration implement vision era breastofbreed system build business data consolidation analytic,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=721fa122455b21f9&bb=LCKwn9KkdHl-YC8BTeXiDO3N5FKw6cWwjBdWiAeorRy67y5zBcto15mcOMh0xjwLsPdsZs22OODpRWFLIvuboWyDaPTKwKlbg5u2A6cdwflOu8XV5oca9eZcwEPugAml&xkcb=SoDj67M3_U0PKO0-KR0ObzkdCdPP&fccid=8099ac82eae89ae0&cmp=Mewah-Global-Business-Shared-Services-Sdn-Bhd&ti=IT+Technician&vjs=3
software technician,LINKTRIX CONSULTANTS PTE. LTD.,Shah Alam,3000,4500,Full-time,actively propose improved way thing make efficient accurate fully  postdates complaintinquiry handling,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=66e2cbf00408724b&bb=LCKwn9KkdHl-YC8BTeXiDHYtvfagYKpLyBx6FQU7EckiQdSLSZbuUZgogH-dH3SYfBu3QRy7RYriYvvUdQCHdBu8Kkf6gSlwWFOvS49j7jrcvBM4I4ej9M5Qe1617AG2&xkcb=SoDK67M3_U0PKO0-KR0MbzkdCdPP&fccid=b939d2807a25007a&cmp=LINKTRIX-CONSULTANTS-PTE.-LTD.&ti=Software+Technician&vjs=3
event co-ordinator,Pertubuhan Kasih Neelofa (PKN),Taman Tun Dr Ismail,2500,2800,Full-time,establishing maintaining relationship vendor venue planning event detail aspect seating dining guest,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=334d5ba60d79ab32&bb=LCKwn9KkdHl-YC8BTeXiDA8BBNmcISRJ7y3g9jHho7jlC9Ib_J1DRdOVTNULZHp18qg4tZwJVG73SkJxksbF-ZMFqaxTwn9nTf-mXz9rhQEr6v2wcQoTf3EHEaaaIxVZ&xkcb=SoCX67M3_U0PKO0-KR0CbzkdCdPP&fccid=33364e2c2fe7011d&cmp=Ahyanan-Bika-Sdn-Bhd&ti=Event+Coordinator&vjs=3
software developer intern,Sesame Mart,Puchong,500,800,Internship ,role primarily involves developing maintaining whatsapp cry managing checking checkout system mart maintaining database,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=5c47240b43afa0ec&bb=LCKwn9KkdHl-YC8BTeXiDLoBWwnETq7j15JoTq3OTY8t3KRTfGW-K12yCr5O0a-VWHsAo4LDsiMxVb_WBVeSTHz28c3mjgAmdqDKnoA_71uhdBI8bQqqSycq2PIc6GqG&xkcb=SoAZ67M3_U0PKO0-KR0FbzkdCdPP&fccid=69f4029cefdcb0bb&cmp=Sesame-Mart&ti=Software+Engineer&vjs=3
"supervisor, mis/it department",The Store (Malaysia) Sdn Bhd,Kuala Lumpur,1800,3000,Full-time,unhouse is system outlet maintain hate hardware software audit,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=f5c0d3893291c0a0&bb=mwv6YYjWFqlLfyjj5ynGjhoEM-k0NaO7dO8LghEMnNUrylWvTeGjI32bL7t4LHIRWprQfGo9uck_zEFirBM95xKWMkbp26uBOgGI9JuFsUExU32C1-X2DD1uXX9_g5bX&xkcb=SoCS67M3_U0O1WUO0Z0PbzkdCdPP&fccid=ae0a2a855e750060&cmp=The-Store-%28Malaysia%29-Sdn.-Bhd.&ti=Department+Supervisor&vjs=3
it executive - based in aeon headquarter office,AEON Co. (M) Bhd.,Cheras,2500,2500,Full-time,maintenance server providing support installation configuration troubleshooting virus updating stock monitoring,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=3a44c2784ec36788&bb=mwv6YYjWFqlLfyjj5ynGjg9Se4KnyrbPqXjiYbgHBXkfI6kkXbNtmR9B1uX9gZiSO8D_7u62WzcPIDEt9gK9BBJ-W24e2W7AokcJuA_UNhwwC6iCiYAR1IYHDSJ6Wcbd&xkcb=SoDm67M3_U0O1WUO0Z0DbzkdCdPP&fccid=70ebb117266e4c42&cmp=AEON-Co.-%28M%29-Bhd.&ti=IT+Executive&vjs=3
systems analyst,Netclicks Sdn Bhd,Sungai Petani,1800,2500,Full-time ,able test software application expected met type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=cf7f0e6634eaab40&bb=mwv6YYjWFqlLfyjj5ynGjgWN4A1p1fS50nk16Kk2ijYjS7ycKd8pVYrAhMptYZ0NUjqy5BXqXV1oPNsVZOJ3Vvb50smXGy49W1VxAI8TdjUvrUMJM3Pu7grhVhcmviCw&xkcb=SoDc67M3_U0O1WUO0Z0FbzkdCdPP&fccid=dd616958bd9ddc12&cmp=Netclicks-Sdn-Bhd&ti=Systems+Analyst&vjs=3
system analyst,EPS Ventures Sdn Bhd,Kuala Lumpur,5000,5000,Full-time ,identify functional form architectural analysis propose appropriate software design concept least bachelor degree study,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=0ed19cd3578351ea&bb=mwv6YYjWFqlLfyjj5ynGjsInLvYz589z4ReLD88G4YkpllFn0b4Y27uqIPPLPAw88JIWWHdjvDjUi0vwdcgjDXFKkpQTYtreFVQKlHWmT31vf93YJuLX9mjZvTMhdrP9&xkcb=SoBc67M3_U0O1WUO0Z0fbzkdCdPP&fccid=7907089f779ff7e5&cmp=EPS-Ventures-Sdn-Bhd&ti=Systems+Analyst&vjs=3
service engineer,Infinex,Kuala Lumpur,2000,6500,Full-time,background mic core business vision fiber optic  installation   vision,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=b50e4a1808f52e3f&bb=mwv6YYjWFqlLfyjj5ynGjhTHCm0LXs825Bw3zNG1hUSg6UblrGDabIy3c2dAj_PMAAJUsNBwfI-JeITcJtSJx0kSL64wVD4LPjUAjWcpepJ978Ln5k8PHYgDBwUUKi23&xkcb=SoDo67M3_U0O1WUO0Z0ebzkdCdPP&fccid=e3f9c9da2e4b806a&cmp=VH-Talents&ti=Service+Engineer&vjs=3
system analyst,Mesiniaga Berhad,Kulim,6000,6000,Full-time ,gather analyze business stakeholder document translate business technical specification type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=fd789fe708885213&bb=PZwLPbuSE2-mY_in-0k3u8fBv7m-jr21vrxVWH4SaI3HM4GtZMaeGLozdk5wDC2STWHrR0NloRtjIRlf5O1sh9pmXY0VUd-oL9ax4yl45rS3NogMAxPRn-BmmN6yFM2h&xkcb=SoBa67M3_U0O_7A1bj0KbzkdCdPP&fccid=24d288d774a9b4ee&cmp=Mesiniaga-Berhad&ti=Systems+Analyst&vjs=3
it support specialist intern,MyPoint Marketing,Puchong,500,500,Internship,able communicate several language english malady chine add able pick new technical skill work independently meet,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=35ac0d54bd3ba9ca&bb=PZwLPbuSE2-mY_in-0k3uxzd_Z2Nkakfbq6fR6N3kmU0viqKOU-hT35v4rZNu6YK1dMjLuQE7vD4rRsGpdJE45Ob2SKmeT7r9Q3hDuq6586gjJLnLh97hSn3I1pVi7xX&xkcb=SoBz67M3_U0O_7A1bj0IbzkdCdPP&fccid=813323d90b64d3bf&cmp=MyPoint-Marketing&ti=Information+Technology+Intern&vjs=3
senior accounts executive,TITIMAS MULTIMODAL TRANSPORT SDN BHD,Port Klang,4000,6000,Full-time ,supporting relevant management role demonstrate leadership applies area verified debtor credit note,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=8fb2ad4fb4e7371e&bb=PZwLPbuSE2-mY_in-0k3u3CxpJnW-fXmV3oPLhuYYWQ32KTkdSOtE2Jc8KndFhXTJUlV-dfL3PQvrAZtAsYZkCohALe4ZJjIEA_AuX7lXV23OTZ8TG4_FVUaPBf_Bgdp&xkcb=SoBg67M3_U0O_7A1bj0MbzkdCdPP&fccid=8f6759c47de29615&cmp=TITIMAS-MULTIMODAL-TRANSPORT-SDN-BHD&ti=Senior+Account+Executive&vjs=3
translator support,Lean IT Consultants Sdn Bhd,Putrajaya,4000,7000,Full-time ,fluency mandarincantonese english skilled communicating orally writing mandarincantonese english age group 1845 old,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=6ae2692caa38edc3&bb=PZwLPbuSE2-mY_in-0k3u9biZUfKxePEvCdjJIPFII6vlPdtTAkTeHHm0ZRa0JT7rKLOT_tYt_PA-xiDK0HJdA0gQpEymFjXgVlgWpUdHE0Kyog_WzWvK8pl0RSDGqHC&xkcb=SoCr67M3_U0O_7g1bj0LbzkdCdPP&fccid=91a2609aca000bda&cmp=Lean-IT-Consultants-Sdn-Bhd&ti=Translator&vjs=3
systems analyst,Anradus Pte Ltd,Kuala Lumpur,74,75,Full-time ,position title system analyst basic 5 on fry 9 6 am package myrrh,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=9c02b0fe034999bd&bb=PZwLPbuSE2-mY_in-0k3u903umMms66nmEYQSFJ_Lb6n2rVSjXUn1a1iNo3KmRA6-nbszvZ_50FvdukqHPq23mIwgVeir-HhYdU6o8d_uvgwl9_PtAfXvR6WDEA7P77C&xkcb=SoAf67M3_U0O_7g1bj0KbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Systems+Analyst&vjs=3
senior manual tester - local malaysian,Kamlax Global Technologies SDN BHD,Petaling Jaya,8000,11000,Full-time ,consult development engineer resolution problem proactively identify test issue potential improvement area type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=f3ecfd682948254b&bb=PZwLPbuSE2-mY_in-0k3u68kgu1ZYYyUvsn6txEd4K4uTPMo2E_4KBRtDHoNH4SitaAwYQ52Q8hUClb6b76a6QBV2MZ0dEjwwIwYXpYlOL63PG4zlDALPGOfYQa8yFgo&xkcb=SoC467M3_U0O_7g1bj0PbzkdCdPP&fccid=c48906034899486a&cmp=Kamlax-Global-Technologies-SDN-BHD&ti=Senior+Tester&vjs=3
ugc creator,The Honest People,Remote in Kuala Lumpur,1500,6000,Full-time ,work home anywhere like type lance fresh graduate student,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=184ec92d77c62c30&bb=T84PR_0CKVpRirby87nN-E49N_SjJ5KGBZBCpsR9wYfK8Qdv4cl4d89440GKPFgGyOC90up5HE5b69S1iPudjkrBZhKAQG1q9SW1FGXjUGcp9qVgtz1Xc8U15lhJIejH&xkcb=SoBH67M3_U0O4Bg1bj0JbzkdCdPP&fccid=ddde27e0f74635b0&cmp=The-Honest-People&ti=Ugc+Creator&vjs=3
it manager - - iskandar puteri,JOBBUILDER,Senai,10000,14000,Full-time ,manage oversee resource infrastructure plant providing cost effective solution meet business,6/6/2024,https://malaysia.indeed.com/rc/clk?jk=a7ddca9f3eac676d&bb=T84PR_0CKVpRirby87nN-DCrBakMNi2MwbF3u9_0GZf68V_hmRZNkljF4pc_aTqKg8RFbXAB7uJbhYdvWBCKVtN5hxoaGFzQkD7MQx1ei_qUcu9J438YdHx6nRR4J58U&xkcb=SoDz67M3_U0O4Bg1bj0IbzkdCdPP&fccid=31f6d7ff0860a769&cmp=JOBBUILDER&ti=IT+Manager&vjs=3
it business analyst,Skill quotient,Kuala Lumpur,5500,5500,Full-time,bachelor degree information techno business management related discipline least 3 related required,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=103f198cfac056a4&bb=T84PR_0CKVpRirby87nN-J6GVBPTeZpZMBFDdMMUL76P8enjS9ViYU6sjzwXpjS7RCBFaFLPcgCpumvtfmw3b6TDLHyic5nXnKZNjEsk4FoWwmJBCN0HZUOdnixQiZt7&xkcb=SoDJ67M3_U0O4Bg1bj0ObzkdCdPP&fccid=61efd79318e60e8b&cmp=Skill-quotient&ti=IT+Analyst&vjs=3
"software engineer, web",CoinGecko,Remote in Malaysia,8054,8054,Full-time,web design development design develop web application software solution meet business,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=b13afe8bad62fa8d&bb=T84PR_0CKVpRirby87nN-Huw9u3Rn2X1koGlOw3ghX-vKJhgn5shVc_Jz1bEMbIK2eNwHm7vE1hskG1X_dXYeESbilwxcMRndhFODV_-Q1iEi-ImIG9maek7o8Xdl2fZ&xkcb=SoCU67M3_U0O4Bg1bj0AbzkdCdPP&fccid=9e6b70839517b040&vjs=3
associate digital advocate,WPH Technologies Sdn Bhd,Cyberjaya,4500,10000,Full-time ,form business development activity solicit new opportunity qualify progress prospect conversation efficiently,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=cd3352c47ad53825&bb=A-46VN4lsmtRNslJEDWq_-DKkJAhIsxKxFbQbW_xkHPjfZFm5M33xtp_IX_2txD8KvJkK63XCHAY3hwfIHEoKrVAxyvPvyBseTd5fydu36ltNsfLA8glaSAZ5zeb-LeE&xkcb=SoAN67M3_U0OjJTUox0KbzkdCdPP&fccid=ddcdb930adf69e47&cmp=WPH-Digital-MY&ti=Associate+Digital+Advocate&vjs=3
internship for it students,JUSTSIMPLE DIGITAL SDN BHD,Ara Damansara,700,900,Internship,web application content development maintenance involve developing coding web application planning design deploying testing,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=d35c60ef40179d25&bb=A-46VN4lsmtRNslJEDWq_xKBucgjxPKamHIblsKmTiibT9rjTyxI6boFsbsAyIWeQJs1FmIS47sQARiLvZDOY2OyN1gXj3IrPiEW4LPVlnjowFzpk7Vfp8UN_AcbHw3y&xkcb=SoAk67M3_U0OjJTUox0IbzkdCdPP&fccid=9c30bbc43ed249e3&cmp=Justsimple-Digital-Sdn-Bhd&ti=Student+Intern&vjs=3
internal sales executive,PERSOLKELLY Malaysia,Selangor,3500,5500,Full-time,accountable gathering competitive information customer market feedback communicating sale management,22/5/2024,https://malaysia.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1RGSSPXmgCibT-62W09vFlZEDeZY9n4skSMOLDmvKw9xncFqnb9OwLMkvDMPqNrHzOrYoMiyx2sP2XtAaAHcwX_w4vcgw8aZfYMPhuXT-T8c_Xt3E_zhPIAdyqktFxv4ZvPP3dvZQAMhKmh_aTBIbnkaeit7j-5G-ZCQldPUt6IbBnK73X-OE1r8XzLi3MeW_95SvVtwWYlilzdFh0pksarcBPETmqHOgs7W-oBjSHFcpQ0XvooJ4drmLCev326I6s_b4jz3nwSB_WajcQx67IpEz1ItcopeuxDtPQZKs6GJucRVdjaDou2YbPoWmYJZFbmnEiBcTzpcYGUK6c52k2SGMnGue71hgmV-0B10akYmuUVv4IwX3Ma3D5wdRJqIr5MXUgqUJHuMFc-iDkL0_yGKjv7AXFQv39ZO0nb_hlHdFM24PRxfIp8d_OSzcDddVMQAHMNqwTcWGEdZFwfjsBkvEt2s_mkrwBM6J1iqeZNMkm-bq8QHZR9uhKS80IaifK41AbIXi1TN-U-v0--l66Ku6LYIG8HlnMK3ccc-CgMoGFBeI7n2R_ZzBCkFC7SSIaLmFovAKCgyTSeyH9taj_bAppZCy0aVUOQpm95QpaDhLgV1m3IwogYseRUVbEK3_r9T8TfRcK9Zi3ITdkHxcv43c4tvUBRL7uHJgndkTynU-JZHXh9PZWYd2_Yi-2q0ihnit-gxUQsoRlDjlpcx2SMiUzrBB6DNQr19Hn7slvg==&xkcb=SoDq6_M3_U0OjJTUox0ObzkdCdPP&camk=f416UQcMBpAnLuT3SRE_IQ==&p=5&fvj=0&vjs=3
it site lead,Oliver Healthcare Packaging Asia Pte Ltd,Gelang Patah,7000,7000,Full-time ,role requires blend technical excise leadership skill proactive problemsolving ability seamless option support,24/5/2024,https://malaysia.indeed.com/rc/clk?jk=79a0bb53467ffc1e&bb=A-46VN4lsmtRNslJEDWq_9fGBvnbMBsvtGXFTAvzi8nEsAz0mSW0AA-hNH1Wu9GqGW9aEjTUdLegNrdQVctAS5xx5sD0egMZas8oP0HNhjuv_aGy8j3i75ZAElDrdjHy&xkcb=SoDe67M3_U0OjJTUox0DbzkdCdPP&fccid=aa776381ecfd2216&cmp=Oliver-Healthcare-Packaging-Asia-Pte-Ltd&ti=Site+Lead&vjs=3
inside sales it -english,Jom Kerja!,Kuala Lumpur,5000,6500,Permanent,language english speaker excellent english come skill 1 inside sale sale cloudsoftware,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=7b76480119fee5a5&bb=A-46VN4lsmtRNslJEDWq_6I7DMM0MTSbZf-wzS-tCLd8PMvLwMoRWtuhouvAiKOp6rVmXgE4f26qrVXhRF1Uf-0SqxKhXmPvoGpch8pxq1OrcFXkjai5tsL_ruUYwGhf&xkcb=SoBD67M3_U0OjJTUox0AbzkdCdPP&fccid=71923a027b30ecb6&cmp=Jom-Kerja%21&ti=Inside+Sales+Representative&vjs=3
division manager - indoor playground,AEON FANTASY (M) SDN BHD,Kuala Lumpur,5550,6200,Full-time,propose countermeasure plan execute order achieve store sale plan give store nation management,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=c94dfba702c0ea94&bb=A-46VN4lsmtRNslJEDWq_60gWBe5dceXNfI7gktlk0Ll-RxaPALe_JkBR8bpTDeXZMc6GlXS6m8troQO2nTUOTyvZwcMVSy3uEKPL_hrv9S3VRJvKceqhnYu78xuovIf&xkcb=SoDk67M3_U0OjJTUox0FbzkdCdPP&fccid=3c78062cb7772fcd&cmp=AEON-FANTASY-%28M%29-SDN-BHD&ti=Division+Manager&vjs=3
it technician,BLY TECHNOLOGY SDN BHD,Johor Bahru,1800,4313,Full-time ,  onside technical support door bar area knowledge hardware softwarenet type,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=a35d86412e16f961&bb=rhds1wT1QrZ8poI8ZInAL41SaOtv0kT8YWsQGU-C3x7OfRWzfhnh6r401tXoOy9x8XNGhGF9EURuktN27Zp6EldOd0dQdzJHzEUPqrBmBqY6pk7Ek-u-L0E_CumBjuCu&xkcb=SoAg67M3_U0OtN0O0Z0LbzkdCdPP&fccid=31e8c6f63cc812b7&cmp=BLY-TECHNOLOGY-SDN-BHD&ti=IT+Technician&vjs=3
